system:index,area,classification,grid,.geo,lon,lat
1_0,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06081131948672,30.242817102460428]}",107.06081131948672,30.242817102460428
1_1,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07213009206662,30.18810970165755]}",107.07213009206662,30.18810970165755
1_2,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.99918689099611,30.232127150579405]}",106.99918689099611,30.232127150579405
1_3,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.04446198131573,30.220179557300614]}",107.04446198131573,30.220179557300614
1_4,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0306279259403,30.262939364824703]}",107.0306279259403,30.262939364824703
1_5,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02182443615592,30.212004888215127]}",107.02182443615592,30.212004888215127
1_6,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02371089825257,30.210118426118477]}",107.02371089825257,30.210118426118477
1_7,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.04006023642356,30.203201398430757]}",107.04006023642356,30.203201398430757
1_8,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.01742269126373,30.18873852235643]}",107.01742269126373,30.18873852235643
1_9,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07150127136774,30.237786536869358]}",107.07150127136774,30.237786536869358
1_10,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.01302094637155,30.203201398430757]}",107.01302094637155,30.203201398430757
1_11,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02371089825257,30.212004888215127]}",107.02371089825257,30.212004888215127
1_12,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.00861920147936,30.184965598163128]}",107.00861920147936,30.184965598163128
1_13,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0652130643789,30.210118426118477]}",107.0652130643789,30.210118426118477
1_14,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.03125674663917,30.25665115783587]}",107.03125674663917,30.25665115783587
1_15,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07527419556104,30.19188262585085]}",107.07527419556104,30.19188262585085
1_16,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0306279259403,30.22269484009615]}",107.0306279259403,30.22269484009615
1_17,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07716065765769,30.20697432262406]}",107.07716065765769,30.20697432262406
1_18,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0570383952934,30.225838943590567]}",107.0570383952934,30.225838943590567
1_19,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.01616504986598,30.213262529612894]}",107.01616504986598,30.213262529612894
1_20,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.01176330497378,30.186223239560896]}",107.01176330497378,30.186223239560896
1_21,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.01176330497378,30.184965598163128]}",107.01176330497378,30.184965598163128
1_22,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.05640957459453,30.187480880958663]}",107.05640957459453,30.187480880958663
1_23,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02748382244587,30.267341109716888]}",107.02748382244587,30.267341109716888
1_24,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06332660228225,30.20760314332294]}",107.06332660228225,30.20760314332294
1_25,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07401655416326,30.25853761993252]}",107.07401655416326,30.25853761993252
1_26,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.03880259502579,30.19691319144192]}",107.03880259502579,30.19691319144192
1_27,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0193091533604,30.192511446549734]}",107.0193091533604,30.192511446549734
1_28,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.04634844341238,30.237157716170476]}",107.04634844341238,30.237157716170476
1_29,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07841829905546,30.26419700622247]}",107.07841829905546,30.26419700622247
1_30,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9922698633084,30.191253805151966]}",106.9922698633084,30.191253805151966
1_31,1,0,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02622618104812,30.199428474237454]}",107.02622618104812,30.199428474237454
