system:index,area,classification,grid,.geo,lon,lat
1_0,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.67597305176992,30.311358558638748]}",106.67597305176992,30.311358558638748
1_1,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.67094248617884,30.333367283099676]}",106.67094248617884,30.333367283099676
1_2,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.68666300365093,30.294380399768887]}",106.68666300365093,30.294380399768887
1_3,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.65019140311568,30.34594369707735]}",106.65019140311568,30.34594369707735
1_4,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.6300691407514,30.36166421454944]}",106.6300691407514,30.36166421454944
1_5,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.65522196870675,30.310729737939862]}",106.65522196870675,30.310729737939862
1_6,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.65082022381456,30.273629316705726]}",106.65082022381456,30.273629316705726
1_7,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.64327437542796,30.28494808928563]}",106.64327437542796,30.28494808928563
1_8,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.6608813549967,30.313245020735398]}",106.6608813549967,30.313245020735398
1_9,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.64264555472907,30.290607475575584]}",106.64264555472907,30.290607475575584
1_10,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.64830494101903,30.305699172348792]}",106.64830494101903,30.305699172348792
1_11,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.7074140867141,30.31198737933763]}",106.7074140867141,30.31198737933763
1_12,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.66339663779223,30.347201338475116]}",106.66339663779223,30.347201338475116
1_13,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.63635734774024,30.27803106159791]}",106.63635734774024,30.27803106159791
1_14,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.67345776897437,30.33085200030414]}",106.67345776897437,30.33085200030414
1_15,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.64264555472907,30.350974262668416]}",106.64264555472907,30.350974262668416
1_16,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.65836607220116,30.347830159174]}",106.65836607220116,30.347830159174
1_17,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.68540536225316,30.335253745196326]}",106.68540536225316,30.335253745196326
1_18,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.65270668591121,30.283690447887864]}",106.65270668591121,30.283690447887864
1_19,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.70615644531632,30.312616200036512]}",106.70615644531632,30.312616200036512
1_20,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.64578965822349,30.28306162718898]}",106.64578965822349,30.28306162718898
1_21,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.70238352112302,30.319533227724236]}",106.70238352112302,30.319533227724236
1_22,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.63447088564358,30.28306162718898]}",106.63447088564358,30.28306162718898
1_23,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.64013027193354,30.293751579070005]}",106.64013027193354,30.293751579070005
1_24,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.68100361736097,30.311358558638748]}",106.68100361736097,30.311358558638748
1_25,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.66025253429781,30.31387384143428]}",106.66025253429781,30.31387384143428
1_26,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.68854946574758,30.311358558638748]}",106.68854946574758,30.311358558638748
1_27,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.68414772085539,30.320162048423118]}",106.68414772085539,30.320162048423118
1_28,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.6608813549967,30.343428414281814]}",106.6608813549967,30.343428414281814
1_29,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.64453201682572,30.315131482832047]}",106.64453201682572,30.315131482832047
1_30,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.71747521789624,30.316389124229815]}",106.71747521789624,30.316389124229815
1_31,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.65396432730898,30.3170179449287]}",106.65396432730898,30.3170179449287
1_32,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.68666300365093,30.324563793315303]}",106.68666300365093,30.324563793315303
1_33,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.7030123418219,30.33462492449744]}",106.7030123418219,30.33462492449744
1_34,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.71055819020852,30.295638041166654]}",106.71055819020852,30.295638041166654
1_35,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.6338420649447,30.3516030833673]}",106.6338420649447,30.3516030833673
1_36,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.63509970634247,30.289978654876702]}",106.63509970634247,30.289978654876702
1_37,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.65962371359893,30.344057234980696]}",106.65962371359893,30.344057234980696
1_38,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.71307347300404,30.342799593582928]}",106.71307347300404,30.342799593582928
1_39,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.69986823832748,30.280546344393446]}",106.69986823832748,30.280546344393446
1_40,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.7030123418219,30.314502662133165]}",106.7030123418219,30.314502662133165
1_41,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.71307347300404,30.307585634445445]}",106.71307347300404,30.307585634445445
1_42,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.6413879133313,30.27614459950126]}",106.6413879133313,30.27614459950126
1_43,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.6300691407514,30.305699172348792]}",106.6300691407514,30.305699172348792
1_44,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.6300691407514,30.361035393850557]}",106.6300691407514,30.361035393850557
1_45,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.67534423107102,30.302555068854375]}",106.67534423107102,30.302555068854375
1_46,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.63950145123465,30.301926248155493]}",106.63950145123465,30.301926248155493
1_47,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.67031366547995,30.301926248155493]}",106.67031366547995,30.301926248155493
1_48,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.63509970634247,30.293751579070005]}",106.63509970634247,30.293751579070005
1_49,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.6420167340302,30.301926248155493]}",106.6420167340302,30.301926248155493
1_50,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.64956258241679,30.318275586326468]}",106.64956258241679,30.318275586326468
1_51,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.68792064504869,30.324563793315303]}",106.68792064504869,30.324563793315303
1_52,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.64830494101903,30.35286072476507]}",106.64830494101903,30.35286072476507
1_53,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.69295121063976,30.319533227724236]}",106.69295121063976,30.319533227724236
1_54,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.64893376171791,30.281803985791214]}",106.64893376171791,30.281803985791214
1_55,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.69861059692973,30.320790869122]}",106.69861059692973,30.320790869122
1_56,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.67911715526432,30.33210964170191]}",106.67911715526432,30.33210964170191
1_57,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.66528309988888,30.33902666938963]}",106.66528309988888,30.33902666938963
1_58,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.64767612032014,30.29123629627447]}",106.64767612032014,30.29123629627447
1_59,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.6300691407514,30.28934983417782]}",106.6300691407514,30.28934983417782
1_60,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.68351890015651,30.323306151917535]}",106.68351890015651,30.323306151917535
1_61,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.63698616843912,30.31010091724098]}",106.63698616843912,30.31010091724098
1_62,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.65647961010451,30.281803985791214]}",106.65647961010451,30.281803985791214
1_63,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.6571084308034,30.281803985791214]}",106.6571084308034,30.281803985791214
1_64,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.67471541037214,30.333996103798558]}",106.67471541037214,30.333996103798558
1_65,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.65899489290005,30.347201338475116]}",106.65899489290005,30.347201338475116
1_66,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.69232238994088,30.29312275837112]}",106.69232238994088,30.29312275837112
1_67,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.6338420649447,30.29312275837112]}",106.6338420649447,30.29312275837112
1_68,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.7074140867141,30.288721013478934]}",106.7074140867141,30.288721013478934
1_69,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.71055819020852,30.317646765627583]}",106.71055819020852,30.317646765627583
1_70,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.68854946574758,30.303812710252142]}",106.68854946574758,30.303812710252142
1_71,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.69043592784423,30.322677331218653]}",106.69043592784423,30.322677331218653
1_72,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.70489880391855,30.307585634445445]}",106.70489880391855,30.307585634445445
1_73,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.69798177623083,30.305699172348792]}",106.69798177623083,30.305699172348792
1_74,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.64956258241679,30.281803985791214]}",106.64956258241679,30.281803985791214
1_75,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.67848833456544,30.301926248155493]}",106.67848833456544,30.301926248155493
1_76,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.66716956198553,30.34091313148628]}",106.66716956198553,30.34091313148628
1_77,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.66402545849112,30.28431926858675]}",106.66402545849112,30.28431926858675
1_78,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.63195560284805,30.29123629627447]}",106.63195560284805,30.29123629627447
1_79,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.6803747966621,30.311358558638748]}",106.6803747966621,30.311358558638748
1_80,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.66276781709335,30.344057234980696]}",106.66276781709335,30.344057234980696
1_81,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.67094248617884,30.33902666938963]}",106.67094248617884,30.33902666938963
1_82,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.68477654155429,30.321419689820885]}",106.68477654155429,30.321419689820885
1_83,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.63069796145028,30.29626686186554]}",106.63069796145028,30.29626686186554
1_84,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.6420167340302,30.344057234980696]}",106.6420167340302,30.344057234980696
1_85,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.70552762461745,30.287463372081167]}",106.70552762461745,30.287463372081167
1_86,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.67094248617884,30.30507035164991]}",106.67094248617884,30.30507035164991
1_87,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.70112587972525,30.29123629627447]}",106.70112587972525,30.29123629627447
1_88,0,0,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.71055819020852,30.308843275843213]}",106.71055819020852,30.308843275843213
